0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
WatsDe00,HOU,22,QB,7,6,36,269,2,14,49,7.5,38.4,3,2017
OlivBr01,LAC,26,RB,8,0,35,83,0,6,26,2.4,10.4,0,2017
BreeDr00,NOR,38,QB,16,16,33,12,2,7,7,0.4,0.8,5,2017
WinsJa00,TAM,23,QB,13,13,33,135,1,8,17,4.1,10.4,15,2017
ConnJa00,PIT,22,RB,14,0,32,144,0,4,23,4.5,10.3,0,2017
RyanMa00,ATL,32,QB,16,16,32,143,0,11,16,4.5,8.9,4,2017
PennEl00,ARI,24,RB,16,0,31,124,2,7,14,4.0,7.8,0,2017
SiemTr00,DEN,26,QB,11,10,31,127,1,8,15,4.1,11.5,5,2017
GranCo00,JAX,26,RB,16,0,30,248,2,10,58,8.3,15.5,1,2017
WardTe00,ATL,25,RB,14,0,30,129,0,7,17,4.3,9.2,1,2017
StafMa00,DET,29,QB,16,16,29,98,0,9,15,3.4,6.1,12,2017
GoffJa00,LAR,23,QB,15,15,28,51,1,3,22,1.8,3.4,8,2017
RoetBe00,PIT,35,QB,15,15,28,47,0,7,14,1.7,3.1,3,2017
BeatC.00,SFO,24,QB,7,5,26,136,3,11,16,5.2,19.4,3,2017
RidlSt00,PIT,28,RB,2,1,26,108,1,6,21,4.2,54.0,0,2017
BradTo00,NWE,40,QB,16,16,25,28,0,8,7,1.1,1.8,7,2017
FlacJo00,BAL,32,QB,16,16,25,54,1,4,25,2.2,3.4,6,2017
2017,,,,,,,,,,,,,,
RodgAa00,GNB,34,QB,7,7,24,126,0,10,18,5.3,18.0,1,2017
CadeTr00,2TM,28,RB,9,0,23,96,0,0,12,4.2,10.7,0,2017
CarrDe02,OAK,26,QB,15,15,23,66,0,5,32,2.9,4.4,8,2017
TurbRo00,IND,28,RB,6,1,23,53,1,9,7,2.3,8.8,0,2017
GabbBl00,ARI,28,QB,5,5,22,82,0,7,12,3.7,16.4,7,2017
BibbKa00,WAS,24,RB,3,0,21,79,0,4,16,3.8,26.3,0,2017
SimsCh00,TAM,27,RB,16,0,21,95,0,6,21,4.5,5.9,1,2017
ElliAn00,2TM,28,RB,12,2,20,55,1,0,14,2.8,4.6,0,2017
WashDw00,DET,23,RB,5,0,20,44,0,1,6,2.2,8.8,0,2017
CutlJa00,MIA,34,QB,14,14,19,32,0,3,9,1.7,2.3,6,2017
ArtiCa00,CAR,27,RB,13,0,18,95,1,5,43,5.3,7.3,0,2017
RivePh00,LAC,36,QB,16,16,18,-2,0,1,8,-0.1,-0.1,8,2017
WestCh01,KAN,26,RB,13,0,18,72,2,4,21,4.0,5.5,1,2017
HillTy00,KAN,23,WR,15,13,17,59,0,3,16,3.5,3.9,2,2017
BarnKe00,PHI,28,RB,13,1,16,57,1,3,18,3.6,4.4,3,2017
FitzRy00,TAM,35,QB,6,3,15,78,0,5,15,5.2,13.0,0,2017
GaroJi00,SFO,26,QB,6,5,15,11,1,4,8,0.7,1.8,1,2017
SproDa00,PHI,34,RB,3,0,15,61,0,4,12,4.1,20.3,1,2017
OsweBr00,DEN,27,QB,6,4,14,64,1,3,18,4.6,10.7,2,2017
PalmCa00,ARI,38,QB,7,7,14,12,0,5,4,0.9,1.7,2,2017
SherAn00,KAN,29,RB,16,3,14,40,1,5,9,2.9,2.5,0,2017
WoodDa02,BAL,32,RB,8,0,14,56,0,2,10,4.0,7.0,0,2017
ZennZa00,DET,26,RB,8,0,14,26,1,3,14,1.9,3.3,0,2017
BenjTr00,LAC,28,WR,16,3,13,96,0,7,22,7.4,6.0,2,2017
BoldBr00,NWE,27,RB,16,0,13,67,0,3,20,5.2,4.2,0,2017
PattCo00,OAK,26,WR,16,2,13,121,2,3,47,9.3,7.6,3,2017
MannEl00,NYG,36,QB,15,15,12,26,1,2,14,2.2,1.7,11,2017
DunbLa00,LAR,27,RB,4,0,11,51,1,4,12,4.6,12.8,0,2017
FoleNi00,PHI,28,QB,7,3,11,3,0,1,9,0.3,0.4,6,2017
HillBr02,2TM,22,RB,7,0,11,37,0,0,11,3.4,5.3,0,2017
2017,,,,,,,,,,,,,,
JohnDa08,ARI,26,RB,1,1,11,23,0,0,6,2.1,23.0,2,2017
ProsC.00,SEA,23,RB,5,0,11,23,0,1,8,2.1,4.6,0,2017
GinnTe00,NOR,32,WR,15,10,10,39,0,3,15,3.9,2.6,2,2017
HogaKe00,CLE,25,QB,4,1,10,71,0,4,11,7.1,17.8,1,2017
LockTy00,SEA,25,WR,16,8,10,58,0,5,22,5.8,3.6,0,2017
CobbRa00,GNB,27,WR,15,14,9,17,0,1,10,1.9,1.1,1,2017
CookBr00,NWE,24,WR,16,15,9,40,0,2,13,4.4,2.5,0,2017
CunnBe01,CHI,27,RB,14,0,9,29,0,1,12,3.2,2.1,1,2017
EdmuTr00,NOR,23,RB,16,0,9,48,1,1,41,5.3,3.0,0,2017
HoyeBr00,2TM,32,QB,11,6,9,4,1,0,9,0.4,0.4,3,2017
MannSe00,LAR,25,QB,5,1,9,-2,0,3,3,-0.2,-0.4,2,2017
MarsBy01,WAS,23,RB,4,0,9,32,0,1,11,3.6,8.0,0,2017
OlawJa00,OAK,28,FB,12,0,9,43,1,5,11,4.8,3.6,1,2017
StanDr00,ARI,33,QB,5,4,9,7,0,2,5,0.8,1.4,3,2017
WillAn00,LAC,25,RB,8,0,9,25,0,0,7,2.8,3.1,0,2017
BrowMa02,2TM,26,DB,4,0,8,29,0,0,11,3.6,7.3,0,2017
DiggSt00,MIN,24,WR,14,14,8,13,0,1,9,1.6,0.9,0,2017
GabrTa00,ATL,26,WR,16,4,8,49,0,4,15,6.1,3.1,0,2017
HuntAk01,KAN,24,RB,15,0,8,23,0,1,11,2.9,1.5,0,2017
JoneLa02,PIT,28,QB,3,1,8,-10,0,0,0,-1.3,-3.3,1,2017
PerrSe00,MIA,26,RB,16,0,8,30,0,2,12,3.8,1.9,0,2017
TaylTa00,TEN,22,WR,16,4,8,43,0,1,17,5.4,2.7,0,2017
WebbJo00,BUF,31,QB,16,0,8,54,0,4,22,6.8,3.4,0,2017
CrowJa00,WAS,24,WR,15,6,7,34,0,1,11,4.9,2.3,6,2017
HamxC.00,MIN,24,RB,16,1,7,13,1,5,3,1.9,0.8,0,2017
HendDe01,DEN,25,RB,5,0,7,13,0,2,5,1.9,2.6,0,2017
JuszKy00,SFO,26,FB,14,10,7,31,0,4,12,4.4,2.2,2,2017
LineZa01,NOR,27,RB,12,4,7,28,0,5,9,4.0,2.3,0,2017
MahoPa00,KAN,22,QB,1,1,7,10,0,0,5,1.4,10.0,0,2017
MurpMa03,BUF,26,RB,1,0,7,41,0,2,25,5.9,41.0,0,2017
2017,,,,,,,,,,,,,,
PeteNa00,BUF,23,QB,4,2,7,23,0,1,9,3.3,5.8,2,2017
PettBr01,NYJ,26,QB,4,3,7,55,0,4,24,7.9,13.8,1,2017
StewAr00,NYJ,24,WR,15,2,7,27,0,2,11,3.9,1.8,0,2017
WhitFo00,CAR,28,RB,12,0,7,18,0,2,8,2.6,1.5,0,2017
BryaMa00,PIT,26,WR,15,8,6,22,0,0,13,3.7,1.5,0,2017
FostD.01,ARI,24,WR,7,0,6,19,0,0,5,3.2,2.7,0,2017
JanoAn00,DEN,24,RB,16,4,6,12,1,3,4,2.0,0.8,0,2017
MostRa00,SFO,25,RB,11,0,6,30,0,1,16,5.0,2.7,1,2017
TousFi00,PIT,27,RB,6,0,6,25,0,2,7,4.2,4.2,0,2017
WattDe00,LAC,25,RB,16,4,6,24,0,2,17,4.0,1.5,0,2017
BohaTo00,JAX,27,FB,16,10,5,5,2,2,3,1.0,0.3,0,2017
CampMi02,BAL,26,WR,13,0,5,42,0,2,19,8.4,3.2,4,2017
ClemKe00,LAC,34,QB,8,0,5,-5,0,0,-1,-1.0,-0.6,0,2017
DayeMa00,CLE,23,RB,16,0,5,13,0,1,4,2.6,0.8,0,2017
EricAl01,CIN,25,WR,16,0,5,16,0,1,14,3.2,1.0,7,2017
GrayMa00,MIA,28,TE,16,0,5,14,0,3,5,2.8,0.9,0,2017
HennCh01,JAX,32,QB,2,0,5,-5,0,0,-1,-1.0,-2.5,0,2017
JackAd00,TEN,22,LCB,16,16,5,55,0,3,20,11.0,3.4,1,2017
JoneMa04,IND,24,RB,5,0,5,14,0,1,5,2.8,2.8,0,2017
LyncPa00,DEN,23,QB,2,2,5,30,0,2,11,6.0,15.0,2,2017
RipkAa00,GNB,25,RB,16,2,5,13,0,0,4,2.6,0.8,0,2017
TateGo00,DET,29,WR,16,12,5,22,0,2,10,4.4,1.4,1,2017
WatsTe00,PIT,24,RB,10,0,5,8,0,3,3,1.6,0.8,0,2017
YateT.00,HOU,30,QB,4,3,5,51,0,4,15,10.2,12.8,5,2017
BurtMi00,CHI,25,RB,16,3,4,9,0,2,7,2.3,0.6,0,2017
ErviTy00,HOU,24,RB,4,0,4,12,0,1,6,3.0,3.0,0,2017
FaleDa00,MIA,27,QB,2,0,4,8,1,1,3,2.0,4.0,0,2017
FlueDa00,TEN,25,RB,16,0,4,21,0,1,10,5.3,1.3,0,2017
GlenMi00,CHI,28,QB,4,4,4,4,0,0,2,1.0,1.0,5,2017
GoodMa00,SFO,27,WR,16,16,4,44,0,3,18,11.0,2.8,0,2017
2017,,,,,,,,,,,,,,
MallRy00,BAL,29,QB,2,0,4,-3,0,1,0,-0.8,-1.5,1,2017
MaysDe00,GNB,23,RB,8,0,4,1,0,0,2,0.3,0.1,2,2017
SamuCu00,CAR,21,WR,9,4,4,64,0,3,31,16.0,7.1,0,2017
SanuMo00,ATL,28,WR,15,15,4,10,0,3,4,2.5,0.7,0,2017
SavaTo00,HOU,27,QB,8,7,4,2,0,0,3,0.5,0.3,8,2017
ShepSt00,NYG,24,WR,11,10,4,4,0,1,12,1.0,0.4,1,2017
SmitGe00,NYG,27,QB,2,1,4,12,0,2,10,3.0,6.0,2,2017
SwitRy00,DAL,23,WR,16,0,4,5,0,0,3,1.3,0.3,1,2017
AndeRo04,NYJ,24,WR,16,15,3,9,0,0,7,3.0,0.6,0,2017
BridTe00,MIN,25,QB,1,0,3,-3,0,0,-1,-1.0,-3.0,0,2017
ClayKa00,2TM,25,WR,13,2,3,27,0,0,29,9.0,2.1,3,2017
DaniCh00,NOR,31,QB,1,0,3,-2,0,0,0,-0.7,-2.0,0,2017
DaniLe00,WAS,22,RB,4,0,3,14,0,0,8,4.7,3.5,0,2017
ElliBr00,HOU,26,WR,11,6,3,17,0,1,13,5.7,1.5,1,2017
GranJa00,MIA,25,WR,16,0,3,12,0,0,7,4.0,0.8,2,2017
HogaCh00,NWE,30,WR,9,7,3,17,0,1,13,5.7,1.9,0,2017
JackDe00,TAM,31,WR,14,13,3,38,0,1,23,12.7,2.7,0,2017
MoorMa01,MIA,33,QB,4,2,3,9,0,1,7,3.0,2.3,0,2017
NelsJJ00,ARI,25,WR,16,5,3,37,0,2,16,12.3,2.3,1,2017
NixxRo01,PIT,25,RB,16,4,3,0,1,1,1,0.0,0.0,0,2017
ReedBe01,2TM,26,WR,11,0,3,17,0,0,10,5.7,1.5,1,2017
RogeCh02,IND,23,WR,11,4,3,8,0,0,7,2.7,0.7,0,2017
WilsAl02,KAN,25,WR,13,7,3,6,0,1,6,2.0,0.5,0,2017
WilsJe00,TAM,22,WR,3,1,3,8,0,0,8,2.7,2.7,0,2017
AgneJa00,DET,22,DB,13,0,2,9,0,1,5,4.5,0.7,3,2017
AlleKe00,LAC,25,WR,16,15,2,9,0,0,6,4.5,0.6,1,2017
AndeDe00,CAR,34,QB,3,0,2,-2,0,0,-1,-1.0,-0.7,0,2017
BaldDo00,SEA,29,WR,16,16,2,-8,0,0,-3,-4.0,-0.5,0,2017
BradSa00,MIN,30,QB,2,2,2,-3,0,0,-1,-1.5,-1.5,0,2017
ColeDe00,ATL,27,FB,16,7,2,8,0,0,5,4.0,0.5,0,2017
2017,,,,,,,,,,,,,,
DaviTr03,GNB,24,WR,16,0,2,13,0,0,9,6.5,0.8,0,2017
DiMaPa00,BUF,28,FB,16,9,2,-2,0,0,0,-1.0,-0.1,0,2017
FowlJa00,TEN,27,RB,10,1,2,4,1,1,3,2.0,0.4,0,2017
FullWi01,HOU,23,WR,10,10,2,9,0,0,5,4.5,0.9,0,2017
HeywDa00,PIT,30,WR,16,0,2,32,1,1,29,16.0,2.0,0,2017
KelcTr00,KAN,28,TE,15,15,2,7,0,2,4,3.5,0.5,0,2017
KingMa00,OAK,29,P,16,0,2,-14,0,0,-3,-7.0,-0.9,0,2017
KingTa00,NYG,27,WR,8,3,2,3,0,1,11,1.5,0.4,0,2017
LewiTo00,NOR,25,WR,15,0,2,14,0,0,8,7.0,0.9,1,2017
MaloJo00,CIN,21,WR,11,7,2,2,0,0,4,1.0,0.2,0,2017
ManuEJ00,OAK,27,QB,2,1,2,15,0,1,10,7.5,7.5,0,2017
MaylVi00,BAL,26,WR,16,0,2,2,1,1,2,1.0,0.1,0,2017
MoorCh00,BAL,24,WR,13,4,2,-9,0,0,-4,-4.5,-0.7,0,2017
PaulNi00,WAS,28,TE,14,8,2,4,0,1,5,2.0,0.3,0,2017
RushCo00,DAL,24,QB,2,0,2,13,0,1,15,6.5,6.5,0,2017
ShepRu00,CAR,27,WR,15,3,2,19,0,1,11,9.5,1.3,1,2017
SpilC.00,KAN,30,RB,1,0,2,0,0,0,1,0.0,0.0,0,2017
ThomLa04,NYJ,24,DE,14,4,2,1,0,0,1,0.5,0.1,0,2017
ThomDe04,2TM,28,WR,16,10,2,-5,0,0,0,-2.5,-0.3,1,2017
TolzSc00,IND,30,QB,1,1,2,2,0,0,3,1.0,2.0,1,2017
WalkHu00,TEN,33,TE,16,11,2,-2,1,1,1,-1.0,-0.1,2,2017
WillCh05,ARI,23,WR,6,1,2,33,0,1,33,16.5,5.5,0,2017
WillMa04,BAL,23,TE,11,8,2,6,0,2,4,3.0,0.5,1,2017
WillTe01,DAL,28,WR,16,14,2,15,0,1,9,7.5,0.9,0,2017
WoodRo02,LAR,25,WR,12,11,2,12,0,0,8,6.0,1.0,1,2017
AghoNe00,PHI,24,WR,16,10,1,7,0,1,7,7.0,0.4,0,2017
BeckOd00,NYG,25,WR,4,2,1,8,0,0,8,8.0,2.0,0,2017
BellJo02,CHI,28,WR,15,7,1,6,0,0,6,6.0,0.4,0,2017
BerhNa00,NYG,26,DB,15,0,1,2,0,1,2,2.0,0.1,0,2017
BoshMa00,ATL,30,K,16,0,1,0,0,0,0,0.0,0.0,0,2017
2017,,,,,,,,,,,,,,
BrayTy00,KAN,26,QB,1,0,1,0,0,0,0,0.0,0.0,1,2017
BrowJo02,ARI,27,WR,10,5,1,10,0,1,10,10.0,1.0,0,2017
BryaDe01,DAL,29,WR,16,16,1,-4,0,0,-4,-4.0,-0.3,1,2017
ByrdDa00,CAR,24,WR,8,3,1,12,0,1,12,12.0,1.5,0,2017
CoopAm00,OAK,23,WR,14,12,1,4,0,1,4,4.0,0.3,1,2017
CoopPh00,LAR,22,WR,16,1,1,6,0,1,6,6.0,0.4,3,2017
DaviAu00,SEA,28,QB,3,0,1,-1,0,0,-1,-1.0,-0.3,0,2017
DaviJu00,LAR,22,RB,4,0,1,1,0,0,1,1.0,0.3,0,2017
DoctJo00,WAS,25,WR,16,14,1,-14,0,0,-14,-14.0,-0.9,0,2017
DorsPh00,NWE,24,WR,15,2,1,7,0,0,7,7.0,0.5,0,2017
EbneNa00,NWE,29,DB,9,0,1,14,0,1,14,14.0,1.6,1,2017
EngrEv00,NYG,23,TE,15,11,1,14,0,1,14,14.0,0.9,0,2017
EverGe00,LAR,23,TE,16,2,1,13,0,1,13,13.0,0.8,1,2017
FergJo02,IND,24,RB,10,0,1,5,0,0,5,5.0,0.5,0,2017
GollKe00,DET,24,WR,11,5,1,9,0,0,9,9.0,0.8,0,2017
HeinTa00,HOU,24,QB,1,0,1,2,0,0,2,2.0,2.0,0,2017
HiggRa00,CLE,23,WR,15,4,1,4,0,0,4,4.0,0.3,1,2017
HillBr01,ARI,24,RB,2,0,1,-2,0,0,-2,-2.0,-1.0,0,2017
HillJo02,NOR,27,TE,16,11,1,-8,0,0,-8,-8.0,-0.5,2,2017
HollJa03,NWE,24,TE,15,1,1,5,0,0,5,5.0,0.3,0,2017
HumpAd00,TAM,24,WR,16,3,1,6,0,1,6,6.0,0.4,1,2017
JoneCh02,DAL,28,P,16,0,1,24,0,1,24,24.0,1.5,0,2017
JoneJu02,ATL,28,WR,16,16,1,15,0,1,15,15.0,0.9,0,2017
KessCo00,CLE,24,QB,3,0,1,-1,0,0,-1,-1.0,-0.3,0,2017
KuhnJo00,NOR,35,FB,2,1,1,2,0,1,2,2.0,1.0,0,2017
LandJa00,MIA,25,WR,16,16,1,-7,0,0,-7,-7.0,-0.4,4,2017
LeexMa00,JAX,26,WR,14,14,1,17,0,1,17,17.0,1.2,1,2017
LutzWi00,NOR,23,K,16,0,1,4,0,0,4,4.0,0.3,0,2017
MattRi00,TEN,28,WR,14,11,1,-3,0,0,-3,-3.0,-0.2,0,2017
McFaDa00,DAL,30,RB,1,0,1,-2,0,0,-2,-2.0,-2.0,0,2017
2017,,,,,,,,,,,,,,
McKeIs00,DEN,22,WR,11,0,1,4,0,0,4,4.0,0.4,6,2017
MillBr03,HOU,25,WR,11,3,1,1,0,0,1,1.0,0.1,0,2017
NatsJo00,NYJ,23,WR,7,0,1,15,0,1,15,15.0,2.1,1,2017
NjokDa00,CLE,21,TE,16,5,1,1,0,0,1,1.0,0.1,0,2017
RainBo00,BAL,30,RB,4,0,1,2,0,0,2,2.0,0.5,0,2017
RaymKa00,2TM,23,WR,8,0,1,-1,0,0,0,-1.0,-0.1,5,2017
RedfKa00,DET,26,P,1,0,1,10,0,0,10,10.0,10.0,0,2017
RossJo00,CIN,22,WR,3,1,1,12,0,0,12,12.0,4.0,1,2017
SmitTo02,PHI,28,WR,16,14,1,-3,0,0,-3,-3.0,-0.2,0,2017
SudfNa00,PHI,24,QB,1,0,1,22,0,1,22,22.0,22.0,0,2017
ThieAd00,MIN,27,WR,16,16,1,11,0,1,11,11.0,0.7,3,2017
ThomDe05,KAN,24,RB,16,2,1,4,0,0,4,4.0,0.3,1,2017
TregBr00,CLE,23,WR,6,1,1,6,0,0,6,6.0,1.0,1,2017
WallMi00,BAL,31,WR,15,14,1,4,0,0,4,4.0,0.3,0,2017
WeemEr00,TEN,32,WR,16,0,1,0,0,0,0,0.0,0.0,0,2017
WhitJe02,GNB,24,DB,10,0,1,7,0,1,7,7.0,0.7,0,2017
WillKy20,BUF,34,LDT,16,16,1,1,1,1,1,1.0,0.1,0,2017
2017,,,,,,,,,,,,,,
