0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
DaltAn00,CIN,32,QB,13,13,1,1,100.0%,-4,-4.0,0,0,-4,-4.0,0.1,-0.3,8,2019
DaniDa02,ARI,25,TE,11,0,3,1,33.3%,4,4.0,0,1,4,1.3,0.1,0.4,0,2019
DaviCo02,JAX,30,DB,16,0,1,1,100.0%,7,7.0,0,1,7,7.0,0.1,0.4,0,2019
DaviRa01,TEN,24,WR,1,0,1,1,100.0%,16,16.0,0,1,16,16.0,1.0,16.0,0,2019
DawkDi00,BUF,25,LT,16,16,1,1,100.0%,1,1.0,1,1,1,1.0,0.1,0.1,0,2019
DeitMi00,MIA,23,LG,16,15,1,1,100.0%,0,0.0,0,0,0,0.0,0.1,0.0,0,2019
2019,,,,,,,,,,,,,,,,,,
DrisJe00,DET,26,QB,3,3,1,1,100.0%,6,6.0,0,0,6,6.0,0.3,2.0,1,2019
EnunQu00,NYJ,27,WR,1,1,3,1,33.3%,-4,-4.0,0,0,8,-1.3,1.0,-4.0,1,2019
GentZa00,PIT,23,TE,4,0,1,1,100.0%,4,4.0,0,1,4,4.0,0.3,1.0,0,2019
GrayCy01,TAM,26,WR,2,0,1,1,100.0%,3,3.0,0,0,3,3.0,0.5,1.5,0,2019
GrimXa00,PIT,27,TE,3,1,3,1,33.3%,3,3.0,0,0,3,1.0,0.3,1.0,0,2019
HarrDw00,OAK,32,WR,3,0,1,1,100.0%,7,7.0,0,0,7,7.0,0.3,2.3,0,2019
HernCh00,NYJ,23,TE,1,0,2,1,50.0%,7,7.0,0,0,7,3.5,1.0,7.0,0,2019
HogaKr00,NOR,24,WR,8,0,1,1,100.0%,4,4.0,0,0,4,4.0,0.1,0.5,0,2019
JohnJa12,NWE,25,FB,4,3,2,1,50.0%,5,5.0,0,0,5,2.5,0.3,1.3,0,2019
JoneCh10,JAX,23,TE,4,0,1,1,100.0%,5,5.0,0,0,5,5.0,0.3,1.3,0,2019
JoneTa00,HOU,31,RB,11,0,1,1,100.0%,9,9.0,0,0,9,9.0,0.1,0.8,0,2019
KellDe00,TEN,29,T,15,4,1,1,100.0%,1,1.0,1,1,1,1.0,0.1,0.1,0,2019
KoyaBe00,JAX,26,TE,11,6,3,1,33.3%,9,9.0,0,0,9,3.0,0.1,0.8,0,2019
ManhCh00,CAR,27,TE,15,6,1,1,100.0%,11,11.0,0,1,11,11.0,0.1,0.7,0,2019
McElCo00,TAM,27,TE,1,0,1,1,100.0%,30,30.0,0,1,30,30.0,1.0,30.0,0,2019
McGaKa00,ATL,24,RT,16,16,1,1,100.0%,-3,-3.0,0,0,-3,-3.0,0.1,-0.2,0,2019
OlliQa00,ATL,23,RB,8,0,2,1,50.0%,7,7.0,0,1,7,3.5,0.1,0.9,1,2019
OrtiRi00,NOR,25,FB,1,0,1,1,100.0%,8,8.0,0,0,8,8.0,1.0,8.0,0,2019
PerkPa00,DET,25,RB,4,0,1,1,100.0%,9,9.0,0,0,9,9.0,0.3,2.3,0,2019
PerrSe00,BUF,28,RB,11,0,1,1,100.0%,1,1.0,0,0,1,1.0,0.1,0.1,0,2019
QuesDa00,TEN,29,T,4,0,1,1,100.0%,1,1.0,1,1,1,1.0,0.3,0.3,0,2019
RobeEl00,NWE,25,LB,16,3,1,1,100.0%,38,38.0,1,1,38,38.0,0.1,2.4,0,2019
SambTy00,ATL,27,T,13,0,1,1,100.0%,35,35.0,1,1,35,35.0,0.1,2.7,0,2019
SandJa00,MIA,24,K,16,0,1,1,100.0%,1,1.0,1,1,1,1.0,0.1,0.1,0,2019
ScarBo01,DET,25,RB,6,5,4,1,25.0%,5,5.0,0,0,5,1.3,0.2,0.8,1,2019
SchuDa00,DAL,23,TE,16,0,2,1,50.0%,6,6.0,0,0,6,3.0,0.1,0.4,0,2019
ScotJa02,BAL,24,WR,3,0,3,1,33.3%,6,6.0,0,0,6,2.0,0.3,2.0,0,2019
ScotNi01,LAR,24,DB,16,0,1,1,100.0%,23,23.0,0,1,23,23.0,0.1,1.4,0,2019
ShepDa00,GNB,24,WR,6,0,2,1,50.0%,1,1.0,0,0,1,0.5,0.2,0.2,1,2019
SmitJe03,NYJ,22,WR,1,0,2,1,50.0%,12,12.0,0,1,12,6.0,1.0,12.0,0,2019
2019,,,,,,,,,,,,,,,,,,
SmitKe03,ATL,27,FB,16,5,3,1,33.3%,13,13.0,0,1,13,4.3,0.1,0.8,0,2019
SwooTy00,SEA,25,TE,5,2,1,1,100.0%,5,5.0,0,0,5,5.0,0.2,1.0,0,2019
TellWy00,CLE,25,RG,15,9,1,1,100.0%,-5,-5.0,0,0,-5,-5.0,0.1,-0.3,0,2019
ThomDe05,2TM,26,RB,14,0,2,1,50.0%,6,6.0,0,0,6,3.0,0.1,0.4,3,2019
ThomJo05,HOU,23,TE,5,2,3,1,33.3%,8,8.0,0,0,8,2.7,0.2,1.6,0,2019
TomlEr01,3TM,27,TE,8,3,1,1,100.0%,1,1.0,0,0,1,1.0,0.1,0.1,0,2019
UrsuJo00,SEA,25,WR,3,0,1,1,100.0%,11,11.0,0,1,11,11.0,0.3,3.7,0,2019
VeaxVi00,TAM,24,NT,16,16,1,1,100.0%,1,1.0,1,1,1,1.0,0.1,0.1,0,2019
WashDw00,NOR,25,RB,16,0,1,1,100.0%,6,6.0,0,0,6,6.0,0.1,0.4,0,2019
WatsDe00,HOU,24,QB,15,15,1,1,100.0%,6,6.0,1,1,6,6.0,0.1,0.4,10,2019
WhytKe00,PIT,23,RB,6,0,1,1,100.0%,9,9.0,0,1,9,9.0,0.2,1.5,0,2019
WilkCh00,MIA,24,RDE,16,14,1,1,100.0%,1,1.0,1,1,1,1.0,0.1,0.1,1,2019
AjayJa00,PHI,26,RB,3,0,1,0,0.0%,0,,0,0,0,0.0,0.0,0.0,0,2019
BurtMi00,WAS,27,RB,10,2,1,0,0.0%,0,,0,0,0,0.0,0.0,0.0,,2019
CousKi00,MIN,31,QB,15,15,1,0,0.0%,0,,0,0,0,0.0,0.0,0.0,10,2019
CruiDa00,TEN,24,DB,16,0,1,0,0.0%,0,,0,0,0,0.0,0.0,0.0,,2019
DawkDa01,TEN,25,RB,2,0,1,0,0.0%,0,,0,0,0,0.0,0.0,0.0,0,2019
FantGe00,SEA,27,T,16,7,1,0,0.0%,0,,0,0,0,0.0,0.0,0.0,,2019
FulgTr00,DET,24,WR,3,0,3,0,0.0%,0,,0,0,0,0.0,0.0,0.0,,2019
GuytJa01,LAC,22,WR,3,0,2,0,0.0%,0,,0,0,0,0.0,0.0,0.0,,2019
HardJu01,NOR,25,WR,16,0,1,0,0.0%,0,,0,0,0,0.0,0.0,0.0,,2019
HumpLi01,NOR,21,WR,5,1,1,0,0.0%,0,,0,0,0,0.0,0.0,0.0,,2019
LaceDe00,MIA,29,LB,16,0,1,0,0.0%,0,,0,0,0,0.0,0.0,0.0,,2019
LongDa02,LAR,21,DB,8,0,1,0,0.0%,0,,0,0,0,0.0,0.0,0.0,,2019
OlawJa00,DAL,30,FB,16,5,2,0,0.0%,0,,0,0,0,0.0,0.0,0.0,,2019
SterJa00,GNB,23,TE,6,1,1,0,0.0%,0,,0,0,0,0.0,0.0,0.0,,2019
TaylTa00,CLE,24,WR,3,1,1,0,0.0%,0,,0,0,0,0.0,0.0,0.0,0,2019
TaylTy00,LAC,30,QB,8,0,1,0,0.0%,0,,0,0,0,0.0,0.0,0.0,0,2019
WillCh05,IND,25,WR,1,0,1,0,0.0%,0,,0,0,0,0.0,0.0,0.0,,2019
2019,,,,,,,,,,,,,,,,,,
