0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
AtemMa00,OAK,24,WR,7,6,31,15,48.4%,154,10.3,1,7,32,5.0,2.1,22.0,0,2018
2018,,,,,,,,,,,,,,,,,,
CollAl00,BAL,24,RB,10,10,21,15,71.4%,105,7.0,1,6,24,5.0,1.5,10.5,3,2018
EifeTy00,CIN,28,TE,4,2,19,15,78.9%,179,11.9,1,10,29,9.4,3.8,44.8,0,2018
HenrDe00,TEN,24,RB,16,12,18,15,83.3%,99,6.6,0,4,21,5.5,0.9,6.2,1,2018
JackJu01,LAC,22,RB,13,1,19,15,78.9%,135,9.0,0,5,19,7.1,1.2,10.4,0,2018
LyncMa00,OAK,32,RB,6,6,20,15,75.0%,84,5.6,0,6,17,4.2,2.5,14.0,0,2018
SproDa00,PHI,35,RB,6,2,23,15,65.2%,160,10.7,2,6,37,7.0,2.5,26.7,0,2018
StocLu00,TEN,30,TE,16,11,21,15,71.4%,165,11.0,2,10,31,7.9,0.9,10.3,0,2018
BellJo02,CHI,29,WR,16,2,25,14,56.0%,117,8.4,1,8,20,4.7,0.9,7.3,0,2018
BrowJa03,SEA,28,WR,16,2,19,14,73.7%,166,11.9,5,9,45,8.7,0.9,10.4,0,2018
BurkRe00,NWE,28,RB,8,4,20,14,70.0%,131,9.4,1,4,25,6.6,1.8,16.4,2,2018
CharDJ00,JAX,22,WR,11,0,32,14,43.8%,174,12.4,0,6,38,5.4,1.3,15.8,1,2018
FreeRo00,DEN,22,RB,14,8,20,14,70.0%,72,5.1,0,2,9,3.6,1.0,5.1,1,2018
GallWa00,NYG,24,RB,15,1,22,14,63.6%,89,6.4,0,5,21,4.0,0.9,5.9,2,2018
HardJu00,ATL,27,WR,16,0,22,14,63.6%,133,9.5,2,8,19,6.0,0.9,8.3,1,2018
LeggJo00,NYJ,23,TE,15,4,24,14,58.3%,114,8.1,1,6,16,4.8,0.9,7.6,0,2018
CoreCo00,CIN,24,WR,14,3,28,13,46.4%,160,12.3,1,7,30,5.7,0.9,11.4,0,2018
HolmAn00,2TM,30,WR,15,3,24,13,54.2%,162,12.5,0,8,24,6.8,0.9,10.8,0,2018
HursHa00,BAL,25,TE,12,0,23,13,56.5%,163,12.5,1,8,32,7.1,1.1,13.6,0,2018
IvorCh00,BUF,30,RB,13,1,21,13,61.9%,205,15.8,0,7,55,9.8,1.0,15.8,1,2018
KirkKe00,NOR,24,WR,8,1,21,13,61.9%,209,16.1,2,10,42,10.0,1.6,26.1,0,2018
RatlDa00,CLE,23,WR,13,3,20,13,65.0%,144,11.1,0,5,27,7.2,1.0,11.1,0,2018
WillLu00,DET,28,TE,14,8,19,13,68.4%,87,6.7,0,5,13,4.6,0.9,6.2,0,2018
ArnoDa00,NOR,23,WR,10,1,19,12,63.2%,150,12.5,1,9,25,7.9,1.2,15.0,1,2018
BenjTr00,LAC,29,WR,12,3,24,12,50.0%,186,15.5,1,9,46,7.8,1.0,15.5,0,2018
DeveJa00,NWE,30,FB,16,8,17,12,70.6%,61,5.1,0,3,11,3.6,0.8,3.8,0,2018
DickEd00,SEA,31,TE,10,1,13,12,92.3%,143,11.9,3,6,42,11.0,1.2,14.3,0,2018
GoreFr00,MIA,35,RB,14,14,16,12,75.0%,124,10.3,1,8,24,7.8,0.9,8.9,1,2018
HarrDe03,KAN,27,TE,15,3,25,12,48.0%,164,13.7,3,9,35,6.6,0.8,10.9,0,2018
LaFeBr00,OAK,32,WR,6,5,16,12,75.0%,135,11.3,2,9,24,8.4,2.0,22.5,0,2018
RogeEl00,PIT,26,WR,3,3,14,12,85.7%,79,6.6,0,5,17,5.6,4.0,26.3,1,2018
2018,,,,,,,,,,,,,,,,,,
SchuDa00,DAL,22,TE,11,7,17,12,70.6%,116,9.7,0,6,17,6.8,1.1,10.5,0,2018
ThomLo00,BUF,27,TE,12,3,17,12,70.6%,77,6.4,0,3,24,4.5,1.0,6.4,0,2018
WilsJe01,SFO,23,RB,6,2,15,12,80.0%,98,8.2,0,5,24,6.5,2.0,16.3,3,2018
FellDa01,CLE,32,TE,16,11,12,11,91.7%,117,10.6,3,6,49,9.8,0.7,7.3,0,2018
HamxC.00,MIN,25,RB,15,2,15,11,73.3%,85,7.7,0,4,17,5.7,0.7,5.7,0,2018
JennDa00,TEN,26,WR,16,0,15,11,73.3%,101,9.2,0,2,36,6.7,0.7,6.3,0,2018
JoneAn01,DET,24,WR,8,3,24,11,45.8%,80,7.3,1,6,15,3.3,1.4,10.0,0,2018
LatiCo00,NYG,26,WR,6,2,16,11,68.8%,190,17.3,1,6,39,11.9,1.8,31.7,0,2018
MarsBr00,SEA,34,WR,7,2,23,11,47.8%,136,12.4,1,7,27,5.9,1.6,19.4,0,2018
MurpMa03,BUF,27,RB,11,1,19,11,57.9%,26,2.4,0,2,8,1.4,1.0,2.4,1,2018
PoweBi00,NYJ,30,RB,7,7,18,11,61.1%,110,10.0,1,3,28,6.1,1.6,15.7,2,2018
PoweBr00,DET,23,WR,6,1,17,11,64.7%,129,11.7,0,6,41,7.6,1.8,21.5,0,2018
SefeAu00,JAX,26,TE,5,5,19,11,57.9%,90,8.2,1,6,21,4.7,2.2,18.0,0,2018
BlouLe00,DET,32,RB,16,8,15,10,66.7%,67,6.7,0,4,23,4.5,0.6,4.2,2,2018
BurnDe00,NYJ,21,WR,5,1,15,10,66.7%,143,14.3,0,7,29,9.5,2.0,28.6,0,2018
FloyMi00,WAS,29,WR,13,3,24,10,41.7%,100,10.0,1,5,20,4.2,0.8,7.7,0,2018
HallMa02,ATL,25,WR,16,0,19,10,52.6%,149,14.9,1,5,47,7.8,0.6,9.3,0,2018
HydeCa00,2TM,28,RB,14,7,16,10,62.5%,33,3.3,0,0,9,2.1,0.7,2.4,2,2018
PaulNi00,JAX,29,WR,6,1,13,10,76.9%,98,9.8,0,5,22,7.5,1.7,16.3,0,2018
RobeAn00,NYJ,30,WR,16,1,17,10,58.8%,79,7.9,1,4,20,4.6,0.6,4.9,3,2018
ShepRu00,NYG,28,WR,12,0,19,10,52.6%,188,18.8,2,7,49,9.9,0.8,15.7,0,2018
SmitLe00,OAK,31,TE,16,4,11,10,90.9%,73,7.3,3,5,30,6.6,0.6,4.6,0,2018
BallKa00,MIA,23,RB,12,0,11,9,81.8%,56,6.2,0,2,31,5.1,0.8,4.7,1,2018
CarrAu00,NOR,25,WR,14,2,14,9,64.3%,97,10.8,2,5,25,6.9,0.6,6.9,0,2018
GranCo00,JAX,27,RB,5,1,12,9,75.0%,67,7.4,0,5,16,5.6,1.8,13.4,0,2018
GresJe00,ARI,30,TE,13,11,12,9,75.0%,94,10.4,0,6,26,7.8,0.7,7.2,1,2018
HillDo00,CLE,23,RB,11,0,10,9,90.0%,105,11.7,0,4,24,10.5,0.8,9.5,0,2018
JameRi00,SFO,23,WR,13,2,14,9,64.3%,130,14.4,1,4,53,9.3,0.7,10.0,2,2018
MereCa00,NOR,26,WR,6,1,10,9,90.0%,114,12.7,1,4,46,11.4,1.5,19.0,1,2018
PaulLo00,ATL,31,TE,15,10,9,9,100.0%,91,10.1,1,6,19,10.1,0.6,6.1,0,2018
2018,,,,,,,,,,,,,,,,,,
PennRa00,SEA,22,RB,14,0,12,9,75.0%,75,8.3,0,3,24,6.3,0.6,5.4,0,2018
PruiMy00,TEN,26,TE,15,1,11,9,81.8%,102,11.3,1,6,27,9.3,0.6,6.8,0,2018
QuinTr00,WAS,23,WR,3,2,10,9,90.0%,75,8.3,1,5,15,7.5,3.0,25.0,0,2018
RobeMi01,DET,24,TE,8,2,20,9,45.0%,100,11.1,3,5,29,5.0,1.1,12.5,0,2018
SimoSc00,NYG,26,TE,16,4,14,9,64.3%,86,9.6,1,6,24,6.1,0.6,5.4,0,2018
SmitRo06,DAL,26,RB,16,1,12,9,75.0%,60,6.7,0,1,14,5.0,0.6,3.8,0,2018
AustTa00,DAL,28,WR,7,0,13,8,61.5%,140,17.5,2,5,64,10.8,1.1,20.0,0,2018
BatsCa00,TEN,23,WR,11,2,11,8,72.7%,82,10.3,0,5,26,7.5,0.7,7.5,1,2018
BellBl00,JAX,27,TE,10,4,11,8,72.7%,67,8.4,0,3,16,6.1,0.8,6.7,0,2018
ButtJa00,DEN,23,TE,3,3,13,8,61.5%,85,10.6,0,4,22,6.5,2.7,28.3,0,2018
DissWi00,SEA,22,TE,4,4,14,8,57.1%,156,19.5,2,5,66,11.1,2.0,39.0,0,2018
JanoAn00,DEN,25,FB,16,7,10,8,80.0%,112,14.0,1,5,32,11.2,0.5,7.0,0,2018
KumeJa00,GNB,26,WR,5,2,11,8,72.7%,103,12.9,1,4,49,9.4,1.6,20.6,0,2018
MizzTa00,CHI,25,RB,9,1,10,8,80.0%,78,9.8,1,4,26,7.8,0.9,8.7,0,2018
MorrAl00,SFO,30,RB,12,1,13,8,61.5%,73,9.1,0,5,16,5.6,0.7,6.1,2,2018
OLeaNi00,MIA,26,TE,12,7,10,8,80.0%,86,10.8,1,6,19,8.6,0.7,7.2,0,2018
PennEl00,NYG,25,RB,14,3,9,8,88.9%,50,6.3,0,1,16,5.6,0.6,3.6,0,2018
SherAn00,KAN,30,RB,16,1,9,8,88.9%,96,12.0,1,5,36,10.7,0.5,6.0,0,2018
SwooEr00,IND,26,TE,7,2,10,8,80.0%,87,10.9,3,5,26,8.7,1.1,12.4,0,2018
TomlEr01,NYJ,26,TE,15,12,14,8,57.1%,72,9.0,0,3,24,5.1,0.5,4.8,0,2018
AdamJo03,PHI,22,RB,14,5,13,7,53.8%,58,8.3,0,3,13,4.5,0.5,4.1,1,2018
AlieMo00,IND,25,TE,9,1,13,7,53.8%,133,19.0,2,6,34,10.2,0.8,14.8,0,2018
AuclAn00,TAM,25,TE,16,10,8,7,87.5%,48,6.9,0,1,12,6.0,0.4,3.0,0,2018
CarrDe00,OAK,28,TE,16,2,12,7,58.3%,67,9.6,1,3,23,5.6,0.4,4.2,0,2018
JoneRo01,TAM,21,RB,9,0,9,7,77.8%,33,4.7,0,2,15,3.7,0.8,3.7,0,2018
LogaT.00,ARI,24,FB,10,0,7,7,100.0%,37,5.3,0,1,17,5.3,0.7,3.7,0,2018
MichSo00,NWE,23,RB,13,8,11,7,63.6%,50,7.1,0,3,13,4.5,0.5,3.8,1,2018
NelsJJ00,ARI,26,WR,14,2,19,7,36.8%,64,9.1,0,4,17,3.4,0.5,4.6,0,2018
ZennZa00,DET,27,RB,8,1,10,7,70.0%,56,8.0,0,3,30,5.6,0.9,7.0,0,2018
AikeKa00,PHI,29,WR,5,1,7,6,85.7%,53,8.8,0,2,18,7.6,1.2,10.6,0,2018
2018,,,,,,,,,,,,,,,,,,
BohaTo00,JAX,28,FB,16,6,9,6,66.7%,41,6.8,0,1,12,4.6,0.4,2.6,0,2018
ButlBr00,2TM,28,WR,8,1,10,6,60.0%,60,10.0,1,4,23,6.0,0.8,7.5,0,2018
DixoKe00,BAL,24,RB,6,0,7,6,85.7%,51,8.5,0,2,21,7.3,1.0,8.5,2,2018
GageRu00,ATL,22,WR,15,0,10,6,60.0%,63,10.5,0,2,22,6.3,0.4,4.2,0,2018
GreeRa00,JAX,26,WR,8,1,8,6,75.0%,60,10.0,0,3,12,7.5,0.8,7.5,2,2018
GrimXa00,PIT,26,TE,16,2,8,6,75.0%,86,14.3,0,4,23,10.8,0.4,5.4,1,2018
GrinDa00,JAX,24,TE,4,2,8,6,75.0%,61,10.2,0,2,24,7.6,1.5,15.3,0,2018
HarrDw00,OAK,31,WR,15,1,6,6,100.0%,40,6.7,0,1,13,6.7,0.4,2.7,2,2018
JohnMa07,IND,24,WR,5,0,8,6,75.0%,102,17.0,1,5,34,12.8,1.2,20.4,0,2018
MostRa00,SFO,26,RB,9,0,7,6,85.7%,25,4.2,0,1,23,3.6,0.7,2.8,1,2018
SmytDu00,MIA,23,TE,15,2,11,6,54.5%,50,8.3,0,2,21,4.5,0.4,3.3,0,2018
SterNe00,NYJ,26,WR,5,4,8,6,75.0%,47,7.8,0,2,12,5.9,1.2,9.4,0,2018
WallDa01,OAK,26,WR,4,0,6,6,100.0%,75,12.5,0,4,44,12.5,1.5,18.8,0,2018
AjayJa00,PHI,25,RB,4,3,6,5,83.3%,20,4.0,0,1,12,3.3,1.3,5.0,1,2018
AndeC.00,2TM,27,RB,11,3,9,5,55.6%,41,8.2,1,2,24,4.6,0.5,3.7,0,2018
BrowMa03,LAR,25,RB,12,0,7,5,71.4%,52,10.4,1,2,18,7.4,0.4,4.3,0,2018
BrowNo00,DAL,22,WR,8,2,8,5,62.5%,54,10.8,0,2,22,6.8,0.6,6.8,0,2018
CeleGa00,SFO,30,TE,15,1,8,5,62.5%,90,18.0,2,5,41,11.3,0.3,6.0,0,2018
ColeCo00,NYG,24,WR,8,1,8,5,62.5%,71,14.2,0,5,30,8.9,0.6,8.9,0,2018
ConkTy00,MIN,23,TE,16,3,7,5,71.4%,77,15.4,0,3,33,11.0,0.3,4.8,0,2018
DevaSe00,CLE,25,TE,13,4,7,5,71.4%,74,14.8,1,3,26,10.6,0.4,5.7,0,2018
FreeDe00,ATL,26,RB,2,2,7,5,71.4%,23,4.6,0,0,14,3.3,2.5,11.5,0,2018
LineZa01,NOR,28,RB,16,6,10,5,50.0%,14,2.8,2,2,5,1.4,0.3,0.9,0,2018
MattRi00,2TM,29,WR,8,0,9,5,55.6%,24,4.8,0,1,7,2.7,0.6,3.0,0,2018
McClRa00,BUF,22,WR,10,1,6,5,83.3%,36,7.2,0,2,16,6.0,0.5,3.6,2,2018
MorgDa01,MIN,25,TE,11,6,6,5,83.3%,36,7.2,0,2,13,6.0,0.5,3.3,0,2018
ParkBr00,DEN,26,TE,13,1,10,5,50.0%,33,6.6,0,2,11,3.3,0.4,2.5,0,2018
PerkJo02,PHI,25,TE,9,1,11,5,45.5%,67,13.4,0,4,30,6.1,0.6,7.4,0,2018
SaubEr00,ATL,24,TE,16,1,9,5,55.6%,48,9.6,0,2,17,5.3,0.3,3.0,0,2018
ShahAd00,CHI,24,TE,6,4,6,5,83.3%,48,9.6,1,3,23,8.0,0.8,8.0,0,2018
2018,,,,,,,,,,,,,,,,,,
SmitKe03,OAK,26,FB,16,3,6,5,83.3%,23,4.6,0,3,8,3.8,0.3,1.4,0,2018
SmitVy00,HOU,22,WR,7,1,10,5,50.0%,91,18.2,1,3,35,9.1,0.7,13.0,0,2018
SpriJe00,WAS,24,TE,16,9,9,5,55.6%,41,8.2,1,3,15,4.6,0.3,2.6,0,2018
WaltMa00,CIN,21,RB,14,0,8,5,62.5%,41,8.2,0,1,24,5.1,0.4,2.9,0,2018
BeebCh00,MIN,24,WR,3,0,4,4,100.0%,39,9.8,0,3,18,9.8,1.3,13.0,0,2018
BellNi01,DET,29,FB,14,4,4,4,100.0%,15,3.8,0,2,8,3.8,0.3,1.1,0,2018
DaviJa07,NYG,23,WR,7,0,8,4,50.0%,40,10.0,0,3,22,5.0,0.6,5.7,0,2018
HollJa03,NWE,25,TE,8,1,5,4,80.0%,52,13.0,0,2,23,10.4,0.5,6.5,0,2018
KrofTy00,CIN,26,TE,5,2,6,4,66.7%,36,9.0,0,4,16,6.0,0.8,7.2,0,2018
MarsBy01,WAS,24,RB,6,0,6,4,66.7%,30,7.5,0,1,17,5.0,0.7,5.0,0,2018
NixxRo01,PIT,26,RB,16,0,6,4,66.7%,38,9.5,0,2,19,6.3,0.3,2.4,0,2018
TateAu00,CIN,21,WR,7,0,12,4,33.3%,35,8.8,0,2,15,2.9,0.6,5.0,0,2018
TonyRo00,GNB,24,TE,16,1,6,4,66.7%,77,19.3,1,3,54,12.8,0.3,4.8,0,2018
WalkHu00,TEN,34,WR,1,1,7,4,57.1%,52,13.0,0,3,16,7.4,4.0,52.0,0,2018
WhitKe00,CHI,26,WR,9,0,8,4,50.0%,92,23.0,0,3,54,11.5,0.4,10.2,0,2018
WilsJe00,TAM,23,WR,5,0,5,4,80.0%,52,13.0,0,2,25,10.4,0.8,10.4,0,2018
WimsJa00,CHI,24,WR,4,0,5,4,80.0%,32,8.0,0,2,16,6.4,1.0,8.0,0,2018
AbduAm00,2TM,25,RB,10,0,4,3,75.0%,28,9.3,0,1,12,7.0,0.3,2.8,1,2018
AlleDw00,NWE,28,TE,13,8,4,3,75.0%,27,9.0,0,2,21,6.8,0.2,2.1,0,2018
ArtiCa00,CAR,28,RB,9,0,4,3,75.0%,15,5.0,0,1,13,3.8,0.3,1.7,0,2018
BoldBr00,MIA,28,RB,16,0,3,3,100.0%,13,4.3,1,1,9,4.3,0.2,0.8,1,2018
BrauBe00,CHI,24,TE,15,2,5,3,60.0%,42,14.0,0,2,20,8.4,0.2,2.8,0,2018
CharOr00,CLE,27,TE,13,2,5,3,60.0%,23,7.7,0,0,9,4.6,0.2,1.8,0,2018
DerbA.00,MIA,27,TE,4,0,5,3,60.0%,48,16.0,1,3,19,9.6,0.8,12.0,0,2018
DiMaPa00,BUF,29,FB,16,5,4,3,75.0%,62,20.7,0,2,38,15.5,0.2,3.9,0,2018
ErviTy00,HOU,25,RB,9,0,3,3,100.0%,35,11.7,0,1,19,11.7,0.3,3.9,1,2018
FordKe00,BUF,24,RB,2,1,5,3,60.0%,21,7.0,0,1,8,4.2,1.5,10.5,0,2018
GathRi00,DAL,24,TE,15,4,7,3,42.9%,45,15.0,0,2,32,6.4,0.2,3.0,0,2018
HillTa00,NOR,28,QB,16,4,7,3,42.9%,4,1.3,0,0,5,0.6,0.2,0.3,1,2018
HuntJu00,PIT,27,WR,5,0,13,3,23.1%,21,7.0,0,2,12,1.6,0.6,4.2,0,2018
2018,,,,,,,,,,,,,,,,,,
LengMa00,CIN,28,TE,11,2,8,3,37.5%,17,5.7,1,2,9,2.1,0.3,1.5,0,2018
LewiMa00,GNB,34,TE,16,4,4,3,75.0%,39,13.0,0,1,30,9.8,0.2,2.4,0,2018
LewiTo00,NOR,26,WR,7,3,3,3,100.0%,60,20.0,1,3,28,20.0,0.4,8.6,1,2018
OrtiRi00,ATL,24,FB,12,9,4,3,75.0%,11,3.7,0,0,7,2.8,0.3,0.9,0,2018
PeriSa00,WAS,23,RB,5,0,4,3,75.0%,5,1.7,0,0,8,1.3,0.6,1.0,0,2018
PhilJo00,ARI,31,TE,8,4,3,3,100.0%,38,12.7,0,1,24,12.7,0.4,4.8,0,2018
ProsC.00,SEA,24,RB,5,0,3,3,100.0%,22,7.3,0,0,8,7.3,0.6,4.4,0,2018
QuicBr00,WAS,29,WR,6,3,3,3,100.0%,18,6.0,0,2,6,6.0,0.5,3.0,0,2018
RidlSt00,PIT,29,RB,10,0,4,3,75.0%,18,6.0,0,1,10,4.5,0.3,1.8,2,2018
ThomDe05,KAN,25,RB,5,0,5,3,60.0%,29,9.7,1,3,15,5.8,0.6,5.8,1,2018
TollJa00,ARI,23,WR,3,1,6,3,50.0%,37,12.3,0,3,15,6.2,1.0,12.3,0,2018
WillDa10,KAN,23,RB,6,0,3,3,100.0%,27,9.0,1,1,11,9.0,0.5,4.5,0,2018
WillDe06,CLE,24,WR,5,0,5,3,60.0%,61,20.3,0,2,39,12.2,0.6,12.2,1,2018
WilsSh01,TAM,23,RB,5,0,5,3,60.0%,5,1.7,0,0,5,1.0,0.6,1.0,0,2018
BoonMi00,MIN,23,RB,8,0,3,2,66.7%,1,0.5,0,0,1,0.3,0.3,0.1,0,2018
CarrLe00,MIA,24,WR,9,0,4,2,50.0%,94,47.0,1,2,74,23.5,0.2,10.4,0,2018
CharJa00,JAX,32,RB,2,0,3,2,66.7%,7,3.5,0,0,5,2.3,1.0,3.5,0,2018
ColeDe00,ARI,28,RB,16,4,3,2,66.7%,17,8.5,0,1,12,5.7,0.1,1.1,0,2018
CrosAl00,TAM,25,TE,14,3,5,2,40.0%,9,4.5,0,1,6,1.8,0.1,0.6,0,2018
DwelRo00,SFO,23,TE,11,0,2,2,100.0%,14,7.0,0,0,8,7.0,0.2,1.3,0,2018
EdwaGu00,BAL,23,RB,11,6,2,2,100.0%,20,10.0,0,1,13,10.0,0.2,1.8,0,2018
ForeDO00,HOU,22,RB,1,0,2,2,100.0%,28,14.0,1,1,20,14.0,2.0,28.0,1,2018
FranJo03,CIN,22,TE,6,0,3,2,66.7%,37,18.5,0,1,32,12.3,0.3,6.2,0,2018
HodgKh00,LAR,23,WR,14,0,3,2,66.7%,17,8.5,0,1,14,5.7,0.1,1.2,0,2018
KellJo00,LAR,22,RB,4,0,3,2,66.7%,27,13.5,0,1,18,9.0,0.5,6.8,0,2018
KerlJe00,BUF,30,WR,1,1,4,2,50.0%,7,3.5,0,0,4,1.8,2.0,7.0,0,2018
MaddTr01,SEA,25,RB,14,3,3,2,66.7%,35,17.5,0,1,28,11.7,0.1,2.5,0,2018
ManhCh00,CAR,26,TE,16,4,5,2,40.0%,52,26.0,1,1,50,10.4,0.1,3.3,0,2018
MoorJM00,GNB,23,WR,12,0,3,2,66.7%,15,7.5,0,1,10,5.0,0.2,1.3,1,2018
NewsDe00,LAC,24,RB,9,0,2,2,100.0%,19,9.5,0,2,11,9.5,0.2,2.1,0,2018
2018,,,,,,,,,,,,,,,,,,
OlawJa00,DAL,29,FB,16,4,4,2,50.0%,13,6.5,0,1,10,3.3,0.1,0.8,0,2018
PeakCh00,NYJ,26,WR,13,0,3,2,66.7%,25,12.5,0,2,14,8.3,0.2,1.9,0,2018
SimsDi00,CHI,27,TE,8,4,4,2,50.0%,9,4.5,0,0,9,2.3,0.3,1.1,0,2018
ThomRo05,MIN,23,RB,5,0,4,2,50.0%,21,10.5,0,0,15,5.3,0.4,4.2,0,2018
TurnDe01,BAL,23,RB,4,0,2,2,100.0%,17,8.5,0,0,10,8.5,0.5,4.3,0,2018
TurnMa00,SEA,22,WR,6,0,3,2,66.7%,20,10.0,0,1,19,6.7,0.3,3.3,0,2018
VallHa00,DET,26,TE,3,0,3,2,66.7%,11,5.5,0,0,6,3.7,0.7,3.7,0,2018
WebbJo00,HOU,32,QB,16,0,3,2,66.7%,13,6.5,0,0,7,4.3,0.1,0.8,0,2018
WestCh01,KAN,27,RB,3,0,3,2,66.7%,37,18.5,1,2,25,12.3,0.7,12.3,0,2018
WillNi02,2TM,28,WR,4,0,5,2,40.0%,17,8.5,0,0,11,3.4,0.5,4.3,0,2018
WillTe01,DAL,29,WR,3,2,3,2,66.7%,18,9.0,0,1,12,6.0,0.7,6.0,0,2018
ArmaAl00,CAR,24,FB,16,2,1,1,100.0%,5,5.0,0,0,5,5.0,0.1,0.3,0,2018
BarnKe00,2TM,29,RB,9,0,1,1,100.0%,3,3.0,0,0,3,3.0,0.1,0.3,1,2018
BoldVi00,2TM,23,WR,6,0,4,1,25.0%,10,10.0,0,1,10,2.5,0.2,1.7,0,2018
BradTo00,NWE,41,QB,16,16,1,1,100.0%,6,6.0,0,0,6,6.0,0.1,0.4,4,2018
BreeDr00,NOR,39,QB,15,15,1,1,100.0%,1,1.0,0,0,1,1.0,0.1,0.1,5,2018
BurtMi00,CHI,26,RB,8,1,1,1,100.0%,6,6.0,0,1,6,6.0,0.1,0.8,0,2018
ByrdDa00,CAR,25,WR,8,0,2,1,50.0%,8,8.0,0,1,8,4.0,0.1,1.0,0,2018
CadeTr00,CAR,29,RB,1,0,1,1,100.0%,5,5.0,0,0,5,5.0,1.0,5.0,0,2018
CarrDe02,OAK,27,QB,16,16,1,1,100.0%,-9,-9.0,0,0,-9,-9.0,0.1,-0.6,12,2018
ChesJe00,WAS,25,WR,12,0,2,1,50.0%,7,7.0,0,1,7,3.5,0.1,0.6,0,2018
CoatSa00,HOU,25,WR,12,0,2,1,50.0%,12,12.0,0,1,12,6.0,0.1,1.0,0,2018
CousKi00,MIN,30,QB,16,16,1,1,100.0%,-1,-1.0,0,0,-1,-1.0,0.1,-0.1,9,2018
CracRi00,DEN,24,WR,8,0,2,1,50.0%,44,44.0,0,1,44,22.0,0.1,5.5,1,2018
CruiDa00,TEN,23,DB,12,0,1,1,100.0%,66,66.0,1,1,66,66.0,0.1,5.5,0,2018
CulkSe00,LAC,25,TE,13,10,1,1,100.0%,24,24.0,0,1,24,24.0,0.1,1.8,0,2018
CunnBe01,CHI,28,RB,15,0,2,1,50.0%,9,9.0,0,1,9,4.5,0.1,0.6,0,2018
DaniCh00,CHI,32,QB,5,2,1,1,100.0%,8,8.0,0,1,8,8.0,0.2,1.6,4,2018
DawkDi00,BUF,24,LT,16,16,1,1,100.0%,7,7.0,1,1,7,7.0,0.1,0.4,0,2018
DeckTa00,DET,25,LT,16,16,1,1,100.0%,11,11.0,1,1,11,11.0,0.1,0.7,0,2018
2018,,,,,,,,,,,,,,,,,,
DietGe00,KAN,25,WR,4,0,3,1,33.3%,22,22.0,0,1,22,7.3,0.3,5.5,0,2018
FantGe00,SEA,26,T,16,7,1,1,100.0%,9,9.0,0,0,9,9.0,0.1,0.6,0,2018
FlanMa00,WAS,23,TE,3,1,1,1,100.0%,14,14.0,0,1,14,14.0,0.3,4.7,0,2018
FoleNi00,PHI,29,QB,5,5,1,1,100.0%,10,10.0,0,1,15,10.0,0.2,2.0,4,2018
GibsSh00,PHI,24,WR,15,0,3,1,33.3%,48,48.0,0,1,48,16.0,0.1,3.2,0,2018
GillMi00,NOR,28,RB,4,0,1,1,100.0%,9,9.0,0,0,9,9.0,0.3,2.3,1,2018
HardJu01,NOR,24,WR,16,0,1,1,100.0%,10,10.0,0,1,10,10.0,0.1,0.6,0,2018
HatcKe00,OAK,24,WR,3,0,2,1,50.0%,8,8.0,0,0,8,4.0,0.3,2.7,0,2018
HewiRy00,IND,27,RB,12,2,2,1,50.0%,1,1.0,1,1,1,0.5,0.1,0.1,0,2018
HeywDa00,PIT,31,WR,14,2,2,1,50.0%,9,9.0,0,0,9,4.5,0.1,0.6,0,2018
HillBr02,ATL,23,RB,10,0,2,1,50.0%,9,9.0,0,0,9,4.5,0.1,0.9,1,2018
HillJe01,NWE,26,RB,1,0,1,1,100.0%,6,6.0,0,0,6,6.0,1.0,6.0,0,2018
JoneJJ00,2TM,26,WR,4,0,1,1,100.0%,3,3.0,0,0,3,3.0,0.3,0.8,2,2018
KellRy00,IND,25,C,12,12,1,1,100.0%,-4,-4.0,0,0,-4,-4.0,0.1,-0.3,1,2018
KempMa00,KAN,23,WR,16,0,2,1,50.0%,7,7.0,0,0,7,3.5,0.1,0.4,0,2018
KidsDa00,WAS,23,WR,2,0,2,1,50.0%,8,8.0,0,1,8,4.0,0.5,4.0,0,2018
LazaAl00,GNB,23,WR,1,0,1,1,100.0%,7,7.0,0,0,7,7.0,1.0,7.0,0,2018
LeexKh00,BUF,26,TE,2,0,1,1,100.0%,5,5.0,0,0,5,5.0,0.5,2.5,0,2018
LuckAn00,IND,29,QB,16,16,2,1,50.0%,4,4.0,0,1,4,2.0,0.1,0.3,6,2018
MaloJo00,CIN,22,WR,9,0,5,1,20.0%,12,12.0,0,1,12,2.4,0.1,1.3,0,2018
MariMa01,TEN,25,QB,14,13,1,1,100.0%,21,21.0,0,1,21,21.0,0.1,1.5,9,2018
MundJo00,LAR,24,TE,10,0,1,1,100.0%,5,5.0,0,0,5,5.0,0.1,0.5,0,2018
PhilCa01,BUF,23,WR,2,0,1,1,100.0%,9,9.0,0,0,9,9.0,0.5,4.5,0,2018
PullSp00,NYG,25,C,13,9,1,1,100.0%,-2,-2.0,0,0,-2,-2.0,0.1,-0.2,0,2018
RodgRi00,PHI,26,TE,7,0,1,1,100.0%,7,7.0,0,1,7,7.0,0.1,1.0,0,2018
RoetBe00,PIT,36,QB,16,16,1,1,100.0%,-1,-1.0,0,0,-1,-1.0,0.1,-0.1,7,2018
RyanMa00,ATL,33,QB,16,16,1,1,100.0%,5,5.0,1,1,5,5.0,0.1,0.3,10,2018
