0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
GallMi00,DAL,25,WR,9,8,62,35,56.5%,445,12.7,2,23,41,7.2,3.9,49.4,0,2021
CookDa01,MIN,26,RB,13,13,49,34,69.4%,224,6.6,0,9,24,4.6,2.6,17.2,3,2021
DaviCo03,NYJ,26,WR,9,9,59,34,57.6%,492,14.5,4,23,53,8.3,3.8,54.7,2,2021
DillAJ00,GNB,23,RB,17,2,37,34,91.9%,313,9.2,2,15,50,8.5,2.0,18.4,2,2021
EdwaBr01,LVR,23,WR,16,12,59,34,57.6%,571,16.8,3,26,51,9.7,2.1,35.7,1,2021
FirkAn00,TEN,26,FB,15,1,43,34,79.1%,291,8.6,2,15,24,6.8,2.3,19.4,2,2021
FreeDe00,BAL,29,RB,16,8,42,34,81.0%,190,5.6,1,9,15,4.5,2.1,11.9,0,2021
JohnTy02,NYJ,24,RB,16,3,55,34,61.8%,372,10.9,2,20,23,6.8,2.1,23.3,2,2021
PeopDo00,CLE,22,WR,14,9,58,34,58.6%,597,17.6,3,26,60,10.3,2.4,42.6,2,2021
SmytDu00,MIA,26,TE,17,12,41,34,82.9%,357,10.5,0,15,25,8.7,2.0,21.0,0,2021
CollNi00,HOU,22,WR,14,8,60,33,55.0%,446,13.5,1,22,32,7.4,2.4,31.9,0,2021
DuveDe00,BAL,24,WR,16,7,47,33,70.2%,272,8.2,2,14,21,5.8,2.1,17.0,1,2021
GainKe00,PHI,22,RB,16,1,50,33,66.0%,253,7.7,1,14,19,5.1,2.1,15.8,2,2021
OkwuAl00,DEN,23,TE,14,6,40,33,82.5%,330,10.0,2,15,64,8.3,2.4,23.6,1,2021
PalmJo00,LAC,23,WR,17,5,49,33,67.3%,353,10.7,4,18,36,7.2,1.9,20.8,0,2021
ReagJa00,PHI,22,WR,17,13,57,33,57.9%,299,9.1,2,13,34,5.2,1.9,17.6,2,2021
TreaLa00,JAX,26,WR,12,7,51,33,64.7%,434,13.2,1,22,41,8.5,2.8,36.2,0,2021
2021,,,,,,,,,,,,,,,,,,
JohnDa08,HOU,30,RB,13,4,42,32,76.2%,225,7.0,1,11,16,5.4,2.5,17.3,1,2021
MattAl01,MIN,23,RB,16,4,39,32,82.1%,228,7.1,1,10,24,5.8,2.0,14.3,1,2021
SmitTr03,NOR,25,WR,11,6,50,32,64.0%,377,11.8,3,18,34,7.5,2.9,34.3,1,2021
GuytJa01,LAC,24,WR,16,2,48,31,64.6%,448,14.5,3,21,59,9.3,1.9,28.0,1,2021
JoneJu02,TEN,32,WR,10,10,48,31,64.6%,434,14.0,1,19,51,9.0,3.1,43.4,0,2021
RidlCa00,ATL,27,WR,5,5,52,31,59.6%,281,9.1,2,16,22,5.4,6.2,56.2,0,2021
RobiJa00,JAX,23,RB,14,13,46,31,67.4%,222,7.2,0,9,26,4.8,2.2,15.9,4,2021
SwaiGe00,TEN,28,TE,16,16,40,31,77.5%,210,6.8,3,12,26,5.3,1.9,13.1,0,2021
ZaccOl01,ATL,24,WR,17,8,53,31,58.5%,406,13.1,3,22,49,7.7,1.8,23.9,0,2021
BratCa00,TAM,30,TE,17,3,57,30,52.6%,245,8.2,4,15,18,4.3,1.8,14.4,0,2021
DrakKe00,LVR,27,RB,12,2,40,30,75.0%,291,9.7,1,12,31,7.3,2.5,24.3,1,2021
JuszKy00,SFO,30,FB,17,16,38,30,78.9%,296,9.9,1,16,26,7.8,1.8,17.4,0,2021
MoreFo00,LVR,24,TE,17,11,44,30,68.2%,373,12.4,3,16,44,8.5,1.8,21.9,1,2021
RogeCh02,TEN,27,WR,16,2,43,30,69.8%,301,10.0,1,12,39,7.0,1.9,18.8,4,2021
SealRi00,WAS,26,TE,13,6,49,30,61.2%,271,9.0,2,14,39,5.5,2.3,20.8,0,2021
DoylJa00,IND,31,TE,17,14,43,29,67.4%,302,10.4,3,18,34,7.0,1.7,17.8,0,2021
HendDa00,LAR,24,RB,12,10,40,29,72.5%,176,6.1,3,8,25,4.4,2.4,14.7,0,2021
ReynJo00,2TM,26,WR,12,5,49,29,59.2%,396,13.7,2,21,39,8.1,2.4,33.0,0,2021
CobbRa00,GNB,31,WR,12,3,39,28,71.8%,375,13.4,5,21,54,9.6,2.3,31.3,1,2021
ColeKe00,NYJ,28,WR,15,11,51,28,54.9%,449,16.0,1,20,54,8.8,1.9,29.9,0,2021
GordMe00,DEN,28,RB,16,16,38,28,73.7%,213,7.6,2,9,30,5.6,1.8,13.3,3,2021
McNiJe00,TEN,26,RB,14,0,38,28,73.7%,240,8.6,1,11,27,6.3,2.0,17.1,0,2021
SmitJo01,NWE,26,TE,16,11,45,28,62.2%,294,10.5,1,15,28,6.5,1.8,18.4,1,2021
GrifRy00,NYJ,31,TE,14,12,42,27,64.3%,261,9.7,2,14,29,6.2,1.9,18.6,1,2021
IngrMa01,2TM,32,RB,14,10,35,27,77.1%,162,6.0,0,9,34,4.6,1.9,11.6,1,2021
PeriSa00,CIN,26,RB,16,0,31,27,87.1%,196,7.3,1,9,23,6.3,1.7,12.3,0,2021
TrauAd00,NOR,24,TE,13,10,43,27,62.8%,263,9.7,2,13,32,6.1,2.1,20.2,1,2021
WatkSa00,BAL,28,WR,13,9,49,27,55.1%,394,14.6,1,17,49,8.0,2.1,30.3,1,2021
ByrdDa00,CHI,28,WR,17,4,38,26,68.4%,329,12.7,1,18,54,8.7,1.5,19.4,1,2021
HursHa00,ATL,28,TE,13,5,31,26,83.9%,221,8.5,3,11,33,7.1,2.0,17.0,3,2021
2021,,,,,,,,,,,,,,,,,,
RudoKy00,NYG,32,TE,16,13,39,26,66.7%,257,9.9,1,12,60,6.6,1.6,16.1,0,2021
SandMi01,PHI,24,RB,12,12,34,26,76.5%,158,6.1,0,6,25,4.6,2.2,13.2,1,2021
SlayDa01,NYG,24,WR,13,5,58,26,44.8%,339,13.0,2,14,42,5.8,2.0,26.1,1,2021
ValdMa00,GNB,27,WR,11,7,55,26,47.3%,430,16.5,3,18,75,7.8,2.4,39.1,0,2021
WillJa06,DET,26,RB,13,11,28,26,92.9%,157,6.0,0,6,15,5.6,2.0,12.1,1,2021
BurkRe00,HOU,31,RB,16,5,32,25,78.1%,186,7.4,0,9,20,5.8,1.6,11.6,1,2021
DeguJo00,GNB,24,TE,16,2,33,25,75.8%,245,9.8,2,9,62,7.4,1.6,15.3,0,2021
HubbCh01,CAR,22,RB,17,10,37,25,67.6%,174,7.0,1,8,33,4.7,1.5,10.2,1,2021
RobiDe01,KAN,27,WR,17,10,41,25,61.0%,264,10.6,3,13,33,6.4,1.5,15.5,0,2021
SharTa00,ATL,27,WR,15,7,37,25,67.6%,230,9.2,0,14,17,6.2,1.7,15.3,0,2021
SwaiFr00,SEA,23,WR,17,8,40,25,62.5%,343,13.7,4,12,68,8.6,1.5,20.2,1,2021
WilsAl02,MIA,29,WR,14,5,39,25,64.1%,213,8.5,0,10,64,5.5,1.8,15.2,0,2021
AgneJa00,JAX,26,WR,10,2,39,24,61.5%,229,9.5,1,14,29,5.9,2.4,22.9,1,2021
AkinJo00,HOU,29,TE,13,3,33,24,72.7%,214,8.9,0,11,31,6.5,1.8,16.5,2,2021
AlieMo00,IND,28,TE,17,7,45,24,53.3%,316,13.2,4,14,37,7.0,1.4,18.6,1,2021
AmenDa00,HOU,36,WR,8,0,38,24,63.2%,248,10.3,3,10,39,6.5,3.0,31.0,1,2021
AustTa00,JAX,31,WR,13,3,37,24,64.9%,213,8.9,1,11,25,5.8,1.8,16.4,1,2021
CartDe02,WAS,28,WR,17,6,44,24,54.5%,296,12.3,3,17,26,6.7,1.4,17.4,3,2021
HiggRa00,CLE,27,WR,15,4,47,24,51.1%,275,11.5,1,16,21,5.9,1.6,18.3,0,2021
JennJa00,SFO,24,WR,16,1,38,24,63.2%,282,11.8,5,15,34,7.4,1.5,17.6,1,2021
O'ShJa00,JAX,29,TE,7,6,34,24,70.6%,244,10.2,0,10,30,7.2,3.4,34.9,0,2021
RuggHe00,LVR,22,WR,7,7,36,24,66.7%,469,19.5,2,16,61,13.0,3.4,67.0,0,2021
WashJa00,PIT,25,WR,15,2,44,24,54.5%,285,11.9,2,9,42,6.5,1.6,19.0,0,2021
BernGi00,TAM,30,RB,12,0,29,23,79.3%,123,5.3,3,8,32,4.2,1.9,10.3,1,2021
BrowPh01,HOU,27,TE,15,12,34,23,67.6%,171,7.4,0,6,29,5.0,1.5,11.4,1,2021
HastJa02,SFO,25,RB,11,0,29,23,79.3%,157,6.8,0,7,23,5.4,2.1,14.3,2,2021
HiltT.00,IND,32,WR,10,9,37,23,62.2%,331,14.4,3,15,52,8.9,2.3,33.1,0,2021
LewiMa00,GNB,37,TE,17,17,28,23,82.1%,214,9.3,0,10,23,7.6,1.4,12.6,1,2021
MossZa00,BUF,24,RB,13,0,32,23,71.9%,197,8.6,1,12,24,6.2,1.8,15.2,2,2021
ConlCh00,HOU,29,WR,16,10,37,22,59.5%,323,14.7,2,15,41,8.7,1.4,20.2,1,2021
2021,,,,,,,,,,,,,,,,,,
HuntKa00,CLE,26,RB,8,1,27,22,81.5%,174,7.9,0,10,23,6.4,2.8,21.8,0,2021
JackJu01,LAC,25,RB,14,2,25,22,88.0%,178,8.1,0,8,25,7.1,1.6,12.7,1,2021
BryaHa00,CLE,23,TE,16,3,28,21,75.0%,233,11.1,3,14,41,8.3,1.3,14.6,0,2021
DallDe00,SEA,23,RB,17,0,23,21,91.3%,133,6.3,0,4,29,5.8,1.2,7.8,1,2021
DissWi00,SEA,25,TE,15,14,26,21,80.8%,231,11.0,1,11,39,8.9,1.4,15.4,1,2021
MichSo00,LAR,26,RB,17,7,33,21,63.6%,128,6.1,1,6,24,3.9,1.2,7.5,1,2021
MoorCh00,HOU,28,WR,12,1,22,21,95.5%,227,10.8,2,6,67,10.3,1.8,18.9,0,2021
BateJo00,WAS,24,TE,17,8,25,20,80.0%,249,12.5,1,11,32,10.0,1.2,14.6,1,2021
ChubNi00,CLE,26,RB,14,14,25,20,80.0%,174,8.7,1,9,40,7.0,1.4,12.4,2,2021
GoodMa00,CHI,31,WR,14,2,40,20,50.0%,313,15.7,1,12,50,7.8,1.4,22.4,1,2021
JackDe00,2TM,35,WR,16,4,34,20,58.8%,454,22.7,2,12,75,13.4,1.3,28.4,1,2021
JordBr00,HOU,21,TE,9,2,28,20,71.4%,178,8.9,3,10,27,6.4,2.2,19.8,0,2021
McKeIs00,BUF,26,WR,15,2,26,20,76.9%,178,8.9,1,13,28,6.8,1.3,11.9,2,2021
ParhDo00,LAC,24,TE,14,9,27,20,74.1%,190,9.5,3,13,22,7.0,1.4,13.6,0,2021
TremTo00,CAR,21,TE,16,11,35,20,57.1%,180,9.0,1,10,30,5.1,1.3,11.3,0,2021
EdwaCl00,KAN,22,RB,10,10,23,19,82.6%,129,6.8,2,8,29,5.6,1.9,12.9,2,2021
GentZa00,PIT,25,TE,17,12,25,19,76.0%,167,8.8,0,11,25,6.7,1.1,9.8,0,2021
HillDo00,TEN,26,RB,8,5,26,19,73.1%,87,4.6,0,7,28,3.3,2.4,10.9,2,2021
JohnDE04,CLE,25,RB,17,2,25,19,76.0%,137,7.2,0,7,18,5.5,1.1,8.1,1,2021
MitcEl00,SFO,23,RB,11,10,20,19,95.0%,137,7.2,1,6,14,6.9,1.7,12.5,0,2021
WeslAn01,ARI,24,WR,15,4,32,19,59.4%,208,10.9,3,9,33,6.5,1.3,13.9,0,2021
FeltDe00,CLE,23,WR,16,2,21,18,85.7%,181,10.1,2,10,33,8.6,1.1,11.3,4,2021
HarrDa06,NWE,24,RB,15,15,21,18,85.7%,132,7.3,0,4,21,6.3,1.2,8.8,2,2021
HenrDe00,TEN,27,RB,8,8,20,18,90.0%,154,8.6,0,7,16,7.7,2.3,19.3,1,2021
ThomIa00,CAR,25,TE,17,13,30,18,60.0%,188,10.4,0,6,41,6.3,1.1,11.1,0,2021
ThomLo00,WAS,30,TE,6,6,25,18,72.0%,196,10.9,3,10,35,7.8,3.0,32.7,1,2021
TonyRo00,GNB,27,TE,8,5,29,18,62.1%,204,11.3,2,10,33,7.0,2.3,25.5,0,2021
ZylsBr00,CAR,28,WR,13,3,25,18,72.0%,250,13.9,1,10,55,10.0,1.4,19.2,0,2021
