0,1,2,3,4,5,6,7
HenrDe00,Derrick Henry,TEN,26,RB,16,16,2020
CookDa01,Dalvin Cook,MIN,25,RB,14,14,2020
JacoJo01,Josh Jacobs,LVR,22,RB,15,15,2020
MontDa01,David Montgomery,CHI,23,RB,15,14,2020
ElliEz00,Ezekiel Elliott,DAL,25,RB,15,15,2020
RobiJa00,James Robinson,JAX,22,RB,14,14,2020
DrakKe00,Kenyan Drake,ARI,26,RB,15,13,2020
TaylJo02,Jonathan Taylor,IND,21,RB,15,13,2020
GordMe00,Melvin Gordon,DEN,27,RB,15,10,2020
JoneAa00,Aaron Jones,GNB,26,RB,14,14,2020
HuntKa00,Kareem Hunt,CLE,25,RB,16,5,2020
GurlTo01,Todd Gurley,ATL,26,RB,15,15,2020
JoneRo01,Ronald Jones II,TAM,23,RB,14,13,2020
ChubNi00,Nick Chubb,CLE,25,RB,12,12,2020
GoreFr00,Frank Gore,NYJ,37,RB,15,14,2020
KamaAl00,Alvin Kamara,NOR,25,RB,15,10,2020
EdwaCl00,Clyde Edwards-Helaire,KAN,21,RB,13,13,2020
GibsAn00,Antonio Gibson,WAS,22,RB,14,10,2020
ConnJa00,James Conner,PIT,25,RB,13,11,2020
DaviMi01,Mike Davis,CAR,27,RB,15,12,2020
SandMi01,Miles Sanders,PHI,23,RB,12,11,2020
JackLa00,Lamar Jackson,BAL,23,QB,15,15,2020
PeteAd01,Adrian Peterson,DET,35,RB,16,10,2020
SingDe00,Devin Singletary,BUF,23,RB,16,16,2020
GallWa00,Wayne Gallman,NYG,26,RB,15,10,2020
JohnDa08,David Johnson,HOU,29,RB,12,12,2020
MurrLa00,Latavius Murray,NOR,30,RB,15,7,2020
AkerCa00,Cam Akers,LAR,21,RB,13,5,2020
EdwaGu00,Gus Edwards,BAL,25,RB,16,6,2020
2020,,,,,,,
GaskMy00,Myles Gaskin,MIA,23,RB,10,7,2020
CarsCh00,Chris Carson,SEA,26,RB,12,12,2020
HendDa00,Darrell Henderson,LAR,23,RB,15,11,2020
HarrDa06,Damien Harris,NWE,23,RB,10,10,2020
NewtCa00,Cam Newton,NWE,31,QB,15,15,2020
DobbJK00,J.K. Dobbins,BAL,22,RB,15,1,2020
MurrKy00,Kyler Murray,ARI,23,QB,16,16,2020
WilsJe01,Jeff Wilson,SFO,25,RB,12,3,2020
BernGi00,Giovani Bernard,CIN,29,RB,16,10,2020
MixoJo00,Joe Mixon,CIN,24,RB,6,6,2020
WillJa06,Jamaal Williams,GNB,25,RB,14,3,2020
LindPh00,Phillip Lindsay,DEN,26,RB,11,8,2020
EkelAu00,Austin Ekeler,LAC,25,RB,10,10,2020
SwifDA00,D'Andre Swift,DET,21,RB,13,4,2020
MossZa00,Zack Moss,BUF,23,RB,13,0,2020
KellJo01,Joshua Kelley,LAC,23,RB,14,0,2020
SnelBe00,Benny Snell Jr.,PIT,22,RB,16,3,2020
MostRa00,Raheem Mostert,SFO,28,RB,8,8,2020
AlleJo02,Josh Allen,BUF,24,QB,16,16,2020
BrowMa03,Malcolm Brown,LAR,27,RB,16,0,2020
PollTo00,Tony Pollard,DAL,23,RB,16,2,2020
HillBr02,Brian Hill,ATL,25,RB,16,1,2020
EdmoCh00,Chase Edmonds,ARI,24,RB,16,2,2020
FourLe00,Leonard Fournette,TAM,25,RB,13,3,2020
MattAl01,Alexander Mattison,MIN,22,RB,13,2,2020
BarbPe01,Peyton Barber,WAS,26,RB,16,2,2020
BookDe00,Devontae Booker,LVR,28,RB,16,1,2020
BallKa00,Kalen Ballage,2TM,25,RB,11,2,2020
WatsDe00,Deshaun Watson,HOU,25,QB,16,16,2020
HineNy00,Nyheim Hines,IND,24,RB,16,2,2020
2020,,,,,,,
HillTa00,Taysom Hill,NOR,30,WR/QB,16,8,2020
McKiJ.00,J.D. McKissic,WAS,27,RB,16,7,2020
WilkJo01,Jordan Wilkins,IND,26,RB,15,0,2020
WilsRu00,Russell Wilson,SEA,32,QB,16,16,2020
BellLe00,Le'Veon Bell,2TM,28,RB,11,4,2020
HydeCa00,Carlos Hyde,SEA,30,RB,10,1,2020
McKiJe00,Jerick McKinnon,SFO,28,RB,16,4,2020
ScotBo02,Boston Scott,PHI,25,RB,16,4,2020
MichSo00,Sony Michel,NWE,25,RB,9,6,2020
JohnDu00,Duke Johnson,HOU,27,RB,11,5,2020
