0,1,2,3,4,5,6,7
WatsDe00,Deshaun Watson,HOU,25,QB,16,16,2020
MahoPa00,Patrick Mahomes,KAN,25,QB,15,15,2020
BradTo00,Tom Brady,TAM,43,QB,16,16,2020
RyanMa00,Matt Ryan,ATL,35,QB,16,16,2020
AlleJo02,Josh Allen,BUF,24,QB,16,16,2020
HerbJu00,Justin Herbert,LAC,22,QB,15,15,2020
RodgAa00,Aaron Rodgers,GNB,37,QB,16,16,2020
CousKi00,Kirk Cousins,MIN,32,QB,16,16,2020
WilsRu00,Russell Wilson,SEA,32,QB,16,16,2020
RivePh00,Philip Rivers,IND,39,QB,16,16,2020
CarrDe02,Derek Carr,LVR,29,QB,16,16,2020
StafMa00,Matthew Stafford,DET,32,QB,16,16,2020
MurrKy00,Kyler Murray,ARI,23,QB,16,16,2020
GoffJa00,Jared Goff,LAR,26,QB,15,15,2020
TannRy00,Ryan Tannehill,TEN,32,QB,16,16,2020
RoetBe00,Ben Roethlisberger,PIT,38,QB,15,15,2020
BridTe00,Teddy Bridgewater,CAR,28,QB,15,15,2020
MayfBa00,Baker Mayfield,CLE,25,QB,16,16,2020
JoneDa05,Daniel Jones,NYG,23,QB,14,14,2020
BreeDr00,Drew Brees,NOR,41,QB,12,12,2020
LockDr00,Drew Lock,DEN,24,QB,13,13,2020
JackLa00,Lamar Jackson,BAL,23,QB,15,15,2020
BurrJo01,Joe Burrow,CIN,24,QB,10,10,2020
NewtCa00,Cam Newton,NWE,31,QB,15,15,2020
WentCa00,Carson Wentz,PHI,28,QB,12,12,2020
MullNi00,Nick Mullens,SFO,25,QB,10,8,2020
MinsGa00,Gardner Minshew II,JAX,24,QB,9,8,2020
DarnSa00,Sam Darnold,NYJ,23,QB,12,12,2020
DaltAn00,Andy Dalton,DAL,33,QB,11,9,2020
2020,,,,,,,
FitzRy00,Ryan Fitzpatrick,MIA,38,QB,9,7,2020
TrubMi00,Mitchell Trubisky,CHI,26,QB,10,9,2020
PresDa01,Dak Prescott,DAL,27,QB,5,5,2020
FoleNi00,Nick Foles,CHI,31,QB,9,7,2020
TagoTu00,Tua Tagovailoa,MIA,22,QB,10,9,2020
SmitAl03,Alex Smith,WAS,36,QB,8,6,2020
HaskDw00,Dwayne Haskins,WAS,23,QB,7,6,2020
GaroJi00,Jimmy Garoppolo,SFO,29,QB,6,6,2020
GlenMi00,Mike Glennon,JAX,31,QB,5,5,2020
HurtJa00,Jalen Hurts,PHI,22,QB,15,4,2020
HillTa00,Taysom Hill,NOR,30,WR/QB,16,8,2020
AlleBr00,Brandon Allen,CIN,28,QB,5,5,2020
FlacJo00,Joe Flacco,NYJ,35,QB,5,4,2020
BeatC.00,C.J. Beathard,SFO,27,QB,6,2,2020
LutoJa00,Jake Luton,JAX,24,QB,3,3,2020
AlleKy00,Kyle Allen,WAS,24,QB,4,4,2020
DrisJe00,Jeff Driskel,DEN,27,QB,3,1,2020
McCoCo00,Colt McCoy,NYG,34,QB,4,2,2020
WalkPh00,P.J. Walker,CAR,25,QB,4,1,2020
RudoMa00,Mason Rudolph,PIT,25,QB,5,1,2020
RypiBr00,Brett Rypien,DEN,24,QB,3,1,2020
