0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
AngeBr00,DAL,34,P,17,0,1,0,0,0,-13,0.0,0.0,1,2022
BadiTy00,DEN,22,RB,1,0,1,0,0,0,0,0.0,0.0,0,2022
BellDa00,NYG,22,TE,12,11,1,2,1,1,2,2.0,0.2,1,2022
BellNi01,SEA,33,LB,16,0,1,3,0,0,3,3.0,0.2,0,2022
BrowDy00,WAS,23,WR,15,0,1,15,0,1,15,15.0,1.0,0,2022
BrowMa04,ARI,25,WR,12,10,1,1,0,0,1,1.0,0.1,1,2022
BryaHa00,CLE,24,TE,17,9,1,8,0,1,8,8.0,0.5,0,2022
CabiJa00,DET,26,FB,8,2,1,4,0,1,4,4.0,0.5,0,2022
ChanSe00,CAR,26,S,17,0,1,2,0,1,2,2.0,0.1,0,2022
DaniCh00,LAC,36,QB,4,0,1,4,0,0,4,4.0,1.0,0,2022
2022,,,,,,,,,,,,,,
DardJa00,2TM,23,,14,0,1,2,0,0,2,2.0,0.1,0,2022
DaviAs00,NYJ,26,S,14,0,1,2,0,1,2,2.0,0.1,0,2022
DiggSt00,BUF,29,WR,16,16,1,-3,0,0,-3,-3.0,-0.2,1,2022
DoubRo00,GNB,22,WR,13,7,1,11,0,1,11,11.0,0.8,2,2022
EverGe00,LAC,28,TE,16,11,1,0,0,0,0,0.0,0.0,0,2022
FarlMa00,LVR,30,S,17,0,1,-3,0,0,-3,-3.0,-0.2,0,2022
FejeCl00,MIA,29,S,13,0,1,0,0,0,0,0.0,0.0,0,2022
FeltDe00,CLE,24,RB,8,2,1,-4,0,0,-4,-4.0,-0.5,1,2022
FranFe00,ATL,25,TE,11,1,1,0,0,0,0,0.0,0.0,0,2022
GranKy00,IND,24,TE,13,4,1,0,0,0,0,0.0,0.0,1,2022
GrayDa02,SFO,23,WR,13,0,1,9,0,0,9,9.0,0.7,0,2022
GrayNo00,KAN,23,TE,17,8,1,1,1,1,1,1.0,0.1,0,2022
HendPe01,DAL,23,TE,17,2,1,2,1,1,2,2.0,0.1,1,2022
HillKy00,GNB,24,RB,2,0,1,7,0,1,7,7.0,3.5,0,2022
HowaJo00,NOR,28,RB,2,0,1,1,0,0,1,1.0,0.5,0,2022
HuntRo01,MIA,26,OL,17,17,1,0,0,0,0,0.0,0.0,1,2022
IrwiTr00,CIN,27,WR,9,2,1,11,0,1,11,11.0,1.2,0,2022
IsabAn00,2TM,26,,5,0,1,1,0,0,1,1.0,0.2,0,2022
LeavDa00,GNB,28,S,17,0,1,0,0,0,0,0.0,0.0,0,2022
LoveJo03,GNB,24,QB,4,0,1,-1,0,0,-1,-1.0,-0.3,0,2022
McMaRa00,TEN,23,WR,5,0,1,4,0,0,4,4.0,0.8,0,2022
MillSc01,TAM,25,WR,15,1,1,8,0,0,8,8.0,0.5,0,2022
MoonDa00,CHI,25,WR,12,12,1,2,0,0,2,2.0,0.2,0,2022
PalmJo00,LAC,24,WR,16,11,1,4,0,1,4,4.0,0.3,1,2022
PascZa00,PHI,28,WR,17,2,1,0,0,0,0,0.0,0.0,0,2022
PeopDo00,CLE,23,WR,17,14,1,2,0,0,2,2.0,0.1,1,2022
SkowBe00,LAR,25,WR,14,11,1,17,1,1,17,17.0,1.2,0,2022
SmitJo01,NWE,27,TE,14,8,1,5,0,1,5,5.0,0.4,1,2022
SmitKe03,ATL,30,FB,17,6,1,2,0,1,2,2.0,0.1,0,2022
SmitIh00,2TM,23,,8,0,1,-1,0,0,0,-1.0,-0.1,1,2022
2022,,,,,,,,,,,,,,
StewM.00,HOU,27,DB,17,0,1,3,0,1,3,3.0,0.2,0,2022
SuttCo00,DEN,27,WR,15,15,1,5,0,0,5,5.0,0.3,0,2022
ThieAd00,MIN,32,WR,17,17,1,4,0,0,4,4.0,0.2,0,2022
ValdMa00,KAN,28,WR,17,11,1,-3,0,0,-3,-3.0,-0.2,0,2022
WillJa11,DET,21,WR,6,0,1,40,0,1,40,40.0,6.7,0,2022
WilsCe01,MIA,27,WR,15,0,1,8,0,0,8,8.0,0.5,0,2022
WoodMi00,CLE,22,WR,10,0,1,-5,0,0,-5,-5.0,-0.5,0,2022
2022,,,,,,,,,,,,,,
